source,site_id,station_id,site_name,basin,network,huc,elevation_ft,latitude,longitude,county,begin_date,end_date,notes
nrcs_snowcourse,05K11:CO:SNOW,05K11,Geneva Park,South Platte,SNOW,101900020201,9650.0,39.50973,-105.71561,Park,1949-02-01,2100-01-01,SNOW station
nrcs_snowcourse,05J13:CO:SNOW,05J13,Hidden Valley,South Platte,SNOW,101900060204,9630.0,40.39195,-105.66293,Larimer,1941-02-01,2100-01-01,SNOW station
nrcs_snowcourse,06K35:CO:SNOW,06K35,Horseshoe Mountain,South Platte,SNOW,101900010209,11140.0,39.19554,-106.12976,Park,1967-02-01,2100-01-01,SNOW station
nrcs_snowcourse,05J11:CO:SNOW,05J11,Hourglass Lake,South Platte,SNOW,101900070101,9370.0,40.58333,-105.63333,Larimer,1938-03-01,2100-01-01,SNOW station
nrcs_snowcourse,05J44:CO:SNOW,05J44,Left Hand,South Platte,SNOW,101900050302,9900.0,40.0789,-105.52615,Boulder,2008-03-01,2100-01-01,SNOW station
nrcs_snowcourse,05J27:CO:SNOW,05J27,Long Draw Reservoir,South Platte,SNOW,101900070203,9980.0,40.5123,-105.7656,Larimer,1971-05-01,2100-01-01,SNOW station
nrcs_snowcourse,05J22:CO:SNOW,05J22,Longs Peak,South Platte,SNOW,101900050203,10520.0,40.27502,-105.57947,Larimer,1951-02-01,2100-01-01,SNOW station
nrcs_snowcourse,06K34:CO:SNOW,06K34,Mosquito Creek,South Platte,SNOW,101900010101,11010.0,39.28059,-106.13423,Park,1967-02-01,2100-01-01,SNOW station
nrcs_snowcourse,05J20:CO:SNOW,05J20,Red Feather,South Platte,SNOW,101900070602,8910.0,40.80299,-105.6529,Larimer,1949-02-01,2100-01-01,SNOW station
nrcs_snowcourse,05K22:CO:SNOW,05K22,Sundance,South Platte,SNOW,101900020201,11140.0,39.56237,-105.72624,Park,1979-02-01,2100-01-01,SNOW station
nrcs_snowcourse,05J08:CO:SNOW,05J08,University Camp,South Platte,SNOW,101900050401,10310.0,40.03333,-105.56667,Boulder,1938-03-01,2100-01-01,SNOW station
nrcs_snowcourse,06K26:CO:SNOW,06K26,Weston,South Platte,SNOW,101900010205,9450.0,39.06667,-106.01667,Park,1982-03-01,2100-01-01,SNOW station
nrcs_snowcourse,05J05:CO:SNOW,05J05,Wild Basin,South Platte,SNOW,101900050202,9390.0,40.20155,-105.60324,Boulder,1936-04-01,2100-01-01,SNOW station
nrcs_snowcourse,07J01:CO:SNOW,07J01,Rio Blanco,White,SNOW,140500050102,8620.0,40.03333,-107.28333,Garfield,1936-04-01,2100-01-01,SNOW station
nrcs_snowcourse,06J37:CO:SNOW,06J37,Butterhill,Yampa-Green,SNOW,140500030101,7880.0,40.9314,-106.99004,Routt,1976-02-01,2100-01-01,SNOW station
nrcs_snowcourse,06J10:CO:SNOW,06J10,Yampa View,Yampa-Green,SNOW,140500010402,8220.0,40.36171,-106.77328,Routt,1951-02-01,2100-01-01,SNOW station
